	A21	A22	AC1	AC2	AC3	A23
NM_014804	6856	7352	7383	6994	9702	7792
NM_032731	3935	4049	5377	6177	6124	3643
NR_039745	0	0	0	0	0	0
NM_001143838	109	34	182	430	40	75
NM_017523	4	6	148	213	103	15
NM_199139	4	6	148	213	103	15
NR_046398	4	6	148	213	103	15
NR_046397	4	6	148	213	103	15
NR_046396	4	6	148	213	103	15
NR_039874	0	0	0	0	0	0
NM_001284509	109	34	182	430	40	75
NM_001284510	109	34	182	430	40	75
NM_177550	109	34	182	430	40	75
NM_001105520	535	517	808	653	847	343
NR_045985	223	209	187	494	296	146
NM_053285	45	30	27	31	86	28
NR_120453	117	48	250	6	78	77
NR_002710	403	363	1071	295	479	348
NM_201566	981	633	1811	2798	1837	573
NM_001004333	2321	2004	3175	4946	5404	2106
NR_037717	3698	3276	4973	8394	8275	3374
NR_037716	2321	2004	3175	4946	5404	2106
NR_037715	2321	2004	3175	4946	5404	2106
NR_038310	938	1211	1200	1737	2003	1103
NM_174893	1095	1188	1546	3026	2525	1202
NM_181844	214	181	190	321	72	133
NM_001142799	1095	1188	1546	3026	2525	1202
NM_001142798	1095	1188	1546	3026	2525	1202
NR_040089	2803	2310	5249	6562	4906	2104
NM_000697	1275	1159	2230	2647	2000	952
NR_029712	92	5	95	270	14	0
NR_030178	51	130	38	256	118	114
NM_080914	6	8	4	92	82	2
NM_080913	6	8	4	92	82	2
NM_001201352	6	8	4	92	82	2
NM_006344	2	3	2	5	0	0
NM_001181	6	8	4	92	82	2
NM_080912	6	8	4	92	82	2
NM_182906	2	3	2	5	0	0
NM_203415	2429	2063	2615	4121	3044	2104
NM_001185023	1732	1570	1938	3379	1328	1734
NM_001033859	6905	7916	10675	14892	14780	6723
NM_001185022	1769	1570	1938	3379	1383	1736
NM_203414	2377	2059	2390	3923	2776	2072
NM_015343	1958	1758	2410	2695	3397	1925
NM_001307	1732	1570	1938	3379	1328	1734
NM_001042	553	418	1227	904	1378	539
NM_001284518	2729	2738	3391	3319	3431	2401
NM_001284517	3143	3105	3633	4584	4068	2804
NR_029896	2	31	85	2	45	22
NM_203413	2377	2059	2390	3923	2776	2072
NM_001143775	1589	1619	2131	2110	3167	1761
NM_007278	898	841	2293	3513	2496	1064
NM_001128827	3323	3247	2121	5397	3171	2663
NM_001365	4543	4509	3953	10078	6487	4074
NM_000018	6905	7916	10675	14892	14780	6723
NM_001270448	6905	7916	10675	14892	14780	6723
NM_001270447	7858	8920	12064	18251	17327	7863
NM_015362	2377	2059	2390	3923	2776	2072
NM_015982	794	783	2624	4326	3644	836
NM_004422	2279	3299	4134	10001	4671	2685
NM_024297	3143	3105	3633	4584	4068	2804
NM_001005408	2831	3200	4138	6312	4700	2838
NM_020360	843	780	1609	2860	2986	746
NR_037719	3471	3589	5588	12376	8223	3613
NM_014716	5203	6404	9190	11425	10599	5763
NM_152766	908	1154	1443	3316	1853	1009
NM_003985	1272	1152	1808	3441	1567	1249
NM_198154	151	293	329	895	394	305
NM_001251902	1272	1152	1808	3441	1567	1249
NM_001143762	4300	3791	4522	5094	6217	4262
NM_001143761	4906	4356	5009	6212	7095	4632
NM_001143760	5527	4917	5873	7380	8193	5396
NM_001970	5353	4809	5654	7160	7940	5102
NM_004489	5962	7688	6816	13378	8163	6485
NM_001201576	843	780	1609	2860	2986	746
NM_032442	2831	3200	4138	6312	4700	2838
NM_199339	61	184	448	232	86	110
NM_020795	1834	1395	1296	2136	2065	1143
NM_001002914	1498	1407	2224	4067	3026	1524
NM_175734	0	6	1	87	2	16
NM_000747	742	632	1461	1591	985	545
NM_001198624	2402	3297	3013	3557	4361	2337
NM_001198623	2402	3297	3013	3557	4361	2337
NM_001128833	2594	2191	3171	4328	2928	2301
NM_001102614	97	52	252	306	645	134
NM_003809	110	150	290	590	300	146
NM_003808	2402	3297	3013	3557	4361	2337
NM_020899	4169	3653	6467	11125	7481	3705
NM_172089	2515	3497	3532	4597	4712	2513
NM_172088	2402	3297	3013	3557	4361	2337
NM_172087	2402	3297	3013	3557	4361	2337
NM_001198622	2402	3297	3013	3557	4361	2337
NR_073490	2402	3297	3013	3557	4361	2337
NM_000937	9993	8606	10556	20612	15907	9600
NM_004112	2104	2186	1156	1802	1469	2057
NR_130156	2812	2614	1575	2538	2088	2479
NR_037146	110	150	290	590	300	146
NM_001303460	571	841	584	1236	825	550
NM_001251	1027	1605	2992	3158	2057	1606
NM_001126118	2055	2310	5309	7562	7384	2483
NM_001416	12668	11878	13133	20524	16777	11547
NR_002918	257	126	186	236	133	253
NR_002912	269	261	236	24	333	197
NM_001204510	12668	11878	13133	20524	16777	11547
NR_002604	165	296	148	294	122	287
NM_001040059	1027	1605	2992	3158	2057	1606
NM_001040	2	29	44	121	6	49
NM_001289116	2	29	44	121	6	49
NM_001289115	9	62	242	494	145	76
NM_001289113	9	62	242	494	145	76
NM_000546	2055	2310	5309	7562	7384	2483
NM_004860	3282	3737	4353	5740	4052	3187
NM_001126117	580	802	730	617	704	740
NM_001126116	580	802	730	617	704	740
NM_001126115	580	802	730	617	704	740
NM_001126114	2055	2310	5309	7562	7384	2483
NM_001126113	2055	2310	5309	7562	7384	2483
NM_001126112	2055	2310	5309	7562	7384	2483
NM_004870	1485	1407	3190	3774	3703	1372
NM_001276761	2055	2310	5309	7562	7384	2483
NM_001276760	2055	2310	5309	7562	7384	2483
NM_001276699	580	802	730	617	704	740
NM_001276698	580	802	730	617	704	740
NM_001276697	580	802	730	617	704	740
NM_001276696	2055	2310	5309	7562	7384	2483
NM_001276695	2055	2310	5309	7562	7384	2483
NM_001146281	2	29	44	121	6	49
NM_001146280	2	29	44	121	6	49
NM_001146279	2	29	44	121	6	49
NM_001678	420	475	147	338	216	437
NM_001303263	522	521	300	355	401	493
NM_006942	1125	1019	1604	2596	1806	1135
NR_024603	1485	1407	3190	3774	3703	1372
NM_133491	764	644	1137	2939	1392	450
NM_001289114	1830	1481	3422	6350	3346	1387
NR_002778	0	0	0	0	0	0
NM_001406	336	413	182	547	673	482
NM_001303270	112	54	181	284	36	88
NM_032356	2175	1608	3217	4715	3539	1655
NM_001080424	4138	3992	7470	12303	8623	4182
NM_001166621	951	543	1079	1373	1616	585
NM_021210	951	543	1079	1373	1616	585
NM_053051	2132	2324	2931	3536	2371	1736
NM_203411	1261	1610	1687	1481	2194	1330
NM_001005271	6354	5520	14640	16277	16782	6028
NM_001037144	2132	2324	2931	3536	2371	1736
NR_003000	49	117	79	2	17	100
NM_005852	4002	3698	9000	8332	9346	3712
NM_004732	677	686	833	1464	1057	517
NM_001005273	4002	3698	9000	8332	9346	3712
NR_024349	592	896	1408	2633	1419	637
NR_030697	951	543	1079	1373	1616	585
NR_030684	951	543	1079	1373	1616	585
NM_144607	1438	1081	1970	2288	1894	1144
NM_001139	644	357	1825	3634	2335	281
NM_001039131	49	2	72	5	90	43
NM_001039130	49	2	72	5	90	43
NM_001141	49	2	72	5	90	43
NM_000180	80	35	61	11	57	70
NR_036201	0	0	0	0	0	0
NM_032580	995	1258	4900	5658	5565	1108
NM_001256834	3038	3030	4406	6548	5842	2984
NM_032354	5149	5020	4273	7667	8411	4706
NM_001165960	65	399	257	275	155	331
NM_001165967	995	1258	4900	5658	5565	1108
NM_001284526	3038	3030	4406	6548	5842	2984
NM_183065	5149	5020	4273	7667	8411	4706
NM_002616	1620	2229	2255	3927	3908	1792
NM_014232	830	928	1847	2339	2715	1107
NM_017622	1274	1562	3320	5802	4144	1486
NM_021628	65	399	216	225	115	330
NR_039746	3805	3014	3044	5479	5428	4423
NM_004217	3038	3030	4406	6548	5842	2984
NR_106943	0	0	0	0	0	0
NM_173728	2	8	9	122	8	2
NR_046431	6143	7799	10252	13154	11414	6893
NM_025014	2	8	9	122	8	2
NM_153007	6	1	3	6	3	20
NM_001177801	1856	1513	4255	6886	3850	1874
NM_001177802	1856	1513	4255	6886	3850	1874
NM_201520	3258	2947	7350	13250	6850	3407
NM_012393	4066	4325	6649	6458	5388	3494
NM_016492	1856	1513	4255	6886	3850	1874
NM_025099	6143	7799	10252	13154	11414	6893
NM_213597	90	180	218	214	400	132
NM_001146684	1183	1361	1869	3922	2150	1225
NR_024447	39	104	83	87	17	115
NM_030808	3280	3757	4644	8362	5627	3207
NM_001025579	3280	3757	4644	8362	5627	3207
NM_001304947	1749	1902	3263	6896	3402	1758
NM_000987	5667	6223	7246	9248	10234	5816
NM_001158261	11	10	52	65	18	42
NM_144681	11	10	52	65	18	42
NM_152599	0	1	0	0	0	0
NM_001290211	73	37	44	183	88	37
NM_001128076	1	2	0	0	2	8
NM_001010855	73	37	44	183	88	37
NR_110865	73	37	44	183	88	37
NM_001142633	146	205	709	945	540	93
NM_001251855	146	205	709	945	540	93
NM_001251853	146	205	709	945	540	93
NM_001251852	146	205	709	945	540	93
NM_001251851	146	205	709	945	540	93
NM_014308	109	186	667	655	288	60
NR_110828	5	8	72	367	224	5
NM_001080556	139	169	397	430	498	143
NM_145054	139	169	397	430	498	143
NM_001105571	10	19	8	27	10	3
NM_001220493	10	19	8	27	10	3
NM_004246	29	11	26	81	34	18
NM_002903	1	1	0	3	0	2
NM_002472	0	2	14	8	2	15
NM_001100112	6	3	10	10	17	12
NM_005963	12	3	2	36	3	11
NM_017534	6	3	10	10	17	12
NM_020233	2137	2999	3332	4245	4044	3141
NM_004589	2941	3526	4836	6282	6383	3617
NM_002470	744	463	724	774	421	543
NR_073457	801	621	1678	3109	2592	810
NR_073456	784	609	1675	2964	2482	753
NR_073455	784	609	1675	2964	2482	753
NM_001101387	105	7	4	15	9	54
NR_073458	1583	1417	2131	3606	3119	1604
NR_049723	85	119	44	301	25	107
NR_036581	78	2	62	11	48	5
NM_001303282	1394	2288	3361	2789	3925	1608
NM_001303281	1394	2288	3361	2789	3925	1608
NM_144680	1360	2261	3361	2788	3922	1608
NR_030613	0	55	3	63	6	27
NR_034145	7	24	54	107	65	27
NR_034144	7	24	54	107	65	27
NR_104607	173	268	608	1117	597	137
NR_039747	0	0	0	0	0	0
NM_001165962	5180	5748	5618	8545	7635	5105
NM_018127	5180	5748	5618	8545	7635	5105
NM_173717	5180	5748	5618	8545	7635	5105
NR_049718	2017	2516	2694	3209	2504	2764
NR_003261	91	220	205	59	120	92
NM_001007530	62	110	203	181	223	142
NM_006041	42	182	89	57	170	91
NR_026880	0	0	0	0	0	0
NR_130138	42	182	89	57	170	91
NR_033371	0	0	0	1	0	0
NR_103559	0	0	0	0	0	0
NM_153322	58	155	714	771	1033	72
NM_153321	62	155	759	1114	1142	97
NM_001281456	66	186	826	1390	1514	102
NM_001281455	62	155	759	1114	1142	97
NM_000304	66	186	826	1390	1514	102
NR_039884	0	0	19	0	3	1
NR_104017	66	186	826	1390	1514	102
NR_104018	66	186	826	1390	1514	102
NM_031898	8	23	3	95	10	18
NM_001204477	944	1210	1899	1432	1843	592
NM_006382	334	322	327	192	281	177
NM_006470	2695	2429	3141	3769	3757	2571
NM_001282540	493	730	500	398	931	487
NM_020652	3832	3908	4073	4373	4114	3840
NR_002211	0	29	0	0	3	16
NM_001288649	3832	3908	4073	4373	4114	3840
NM_001130842	3832	3908	4073	4373	4114	3840
NR_033865	0	0	0	0	0	0
NR_110839	11	3	2	1	2	3
NM_001288648	3832	3908	4073	4373	4114	3840
NM_001288647	3832	3908	4073	4373	4114	3840
NM_178571	130	152	147	123	114	191
NM_001288646	3832	3908	4073	4373	4114	3840
NM_001288645	3832	3908	4073	4373	4114	3840
NM_001288644	3832	3908	4073	4373	4114	3840
NM_001288643	3832	3908	4073	4373	4114	3840
NM_001288642	3832	3908	4073	4373	4114	3840
NM_001271420	5855	6941	7610	10164	9836	6376
NM_001042698	1803	2023	2093	4109	3956	1818
NM_001042697	1803	2023	2093	4109	3956	1818
NM_017775	5855	6941	7610	10164	9836	6376
NM_001190438	5847	6331	5571	5351	6638	5259
NR_031698	2	77	0	1	90	0
NR_002744	646	410	636	878	1018	493
NR_027667	7625	8704	13906	13644	15191	8206
NM_001281720	3802	2513	5170	4666	5697	2136
NM_001281719	3577	2361	4820	3716	5267	1857
NM_001281718	3575	2359	4806	3679	5266	1856
NM_001281717	3465	2315	4696	3585	5160	1811
NM_001281716	3802	2513	5170	4666	5697	2136
NR_003043	116	193	425	136	398	160
NR_003054	19	43	216	35	160	73
NR_027179	6099	7568	12317	12423	13775	6876
NR_027178	27450	28736	35197	38147	37460	27141
NR_027177	27450	28736	35197	38147	37460	27141
NR_027176	27450	28736	35197	38147	37460	27141
NR_027175	27450	28736	35197	38147	37460	27141
NR_027174	27450	28736	35197	38147	37460	27141
NR_027173	27450	28736	35197	38147	37460	27141
NR_027172	27450	28736	35197	38147	37460	27141
NR_027171	27450	28736	35197	38147	37460	27141
NR_027170	7625	8704	13906	13644	15191	8206
NR_027169	7625	8704	13906	13644	15191	8206
NR_027168	7625	8704	13906	13644	15191	8206
NR_027167	7625	8704	13906	13644	15191	8206
NR_027166	7625	8704	13906	13644	15191	8206
NR_027165	7625	8704	13906	13644	15191	8206
NR_027164	7625	8704	13906	13644	15191	8206
NR_027163	7625	8704	13906	13644	15191	8206
NM_018955	3802	2513	5170	4666	5697	2136
NM_016113	304	246	414	481	473	257
NR_027162	7625	8704	13906	13644	15191	8206
NR_027161	7625	8704	13906	13644	15191	8206
NR_027160	7625	8704	13906	13644	15191	8206
NR_027159	7625	8704	13906	13644	15191	8206
NR_027158	7625	8704	13906	13644	15191	8206
NR_045029	7625	8704	13906	13644	15191	8206
NR_045028	7625	8704	13906	13644	15191	8206
NR_045027	7625	8704	13906	13644	15191	8206
NR_045026	6099	7568	12317	12423	13775	6876
NR_045025	27450	28736	35197	38147	37460	27141
NR_045024	6099	7568	12317	12423	13775	6876
NR_045023	27450	28736	35197	38147	37460	27141
NR_045022	7625	8704	13906	13644	15191	8206
NR_045021	7625	8704	13906	13644	15191	8206
NM_020653	1560	1925	1238	1804	1751	1493
NM_020787	1702	1801	2480	4343	2418	1794
NR_003190	226	119	133	190	134	245
NR_026810	13	11	0	35	6	21
NR_029392	0	0	0	0	0	0
NM_012452	39	5	45	98	22	42
NM_178836	1254	1117	1411	2740	1908	1225
NM_144997	1599	1683	3259	6064	3254	1741
NM_144606	1099	1189	2371	4240	2719	1250
NM_020201	1597	1541	3250	7703	4825	1743
NM_001199989	575	901	733	1467	707	673
NM_016084	575	901	733	1467	707	673
NM_018019	2521	1984	4253	3714	4339	2177
NR_024007	450	473	452	406	214	421
NR_130894	494	1302	1210	1444	619	824
NR_030361	5	62	39	120	54	44
NM_001005291	9988	9829	12885	21577	14985	8915
NM_004176	9988	9829	12885	21577	14985	8915
NR_106835	2	73	60	83	5	33
NM_001130091	454	361	991	545	1148	340
NM_001130092	454	361	991	545	1148	340
NM_145691	590	562	1396	2217	1656	680
NM_031294	622	529	1415	887	1659	558
NM_001130090	622	529	1415	887	1659	558
NM_016239	1309	1303	896	2771	1174	1406
NM_001388	1683	2332	2532	4433	4076	1799
NM_002018	2599	3398	3761	5232	3910	2976
NM_004140	1323	1326	1094	2389	1741	1271
NM_139162	1151	853	1042	1536	1946	978
NM_001256265	2599	3398	3761	5232	3910	2976
NM_001256264	2517	3313	3550	4588	3870	2909
NM_004618	5515	4143	5052	8121	5609	4858
NM_001144900	1151	853	1042	1536	1946	978
NM_148886	974	667	816	788	1207	722
NM_004169	3195	3499	3491	6260	3909	2583
NM_148918	3195	3499	3491	6260	3909	2583
NR_104343	1701	1953	2156	3425	3041	1971
NR_073414	0	0	0	0	0	0
NR_001443	0	0	0	0	0	0
NM_001145127	1	3	2	9	62	27
NM_001281786	3195	3499	3491	6260	3909	2583
NR_106836	0	0	0	0	1	29
NM_001040078	0	12	0	7	0	15
NR_003554	55	68	29	67	28	91
NR_026809	16	18	11	31	10	42
NR_026718	1111	746	1145	982	1041	1062
NM_001039397	88	66	72	5	8	83
NM_001145045	4656	4261	4745	4508	5558	4230
NM_001267586	173	100	205	270	331	221
NM_001267585	173	100	205	270	331	221
NM_001037330	181	179	231	425	529	198
NM_016078	2536	2720	3697	4048	4690	2742
NR_051988	173	100	205	270	331	221
NM_002767	3192	3715	3701	6796	5145	3373
NM_001243941	3192	3715	3701	6796	5145	3373
NM_001243940	2213	2398	2427	3604	2777	2403
NM_001243936	3459	4092	4420	7445	5961	3601
NM_001243942	3459	4092	4420	7445	5961	3601
NM_001039999	648	385	174	524	293	505
NM_001291905	88	302	507	941	316	351
NM_001291904	88	302	507	941	316	351
NM_006613	425	395	1297	2563	2017	492
NM_001129778	508	600	1648	3452	2404	756
NM_015681	1926	1757	2366	3976	2903	1854
NM_014964	4794	4235	4905	5867	5713	3624
NM_001243473	1926	1757	2366	3976	2903	1854
NR_031591	0	0	45	0	2	10
NM_001102664	4794	4235	4905	5867	5713	3624
NR_048576	327	161	233	370	435	257
NR_046824	49	89	117	56	148	100
NM_148921	4794	4235	4905	5867	5713	3624
NM_002749	694	1131	1678	2892	2782	1243
NM_002404	624	493	452	800	710	571
NM_007148	3	21	1	0	1	0
NM_001198695	624	493	452	800	710	571
NM_139034	694	1131	1678	2892	2782	1243
NM_139033	1515	1785	3575	7302	4542	1802
NM_139032	1515	1785	3575	7302	4542	1802
NM_018242	1341	2016	3407	6072	4621	1740
NM_001031806	2283	2753	4082	7902	5877	2836
NM_001099646	1566	1766	2432	3540	3170	1700
NM_001135168	57	91	2	0	2	87
NM_001135167	57	91	2	0	2	87
NM_000691	58	91	2	1	2	109
NM_152908	1566	1766	2432	3540	3170	1700
NM_000382	2283	2753	4082	7902	5877	2836
NM_001256663	1566	1766	2432	3540	3170	1700
NM_014683	2996	2837	2975	5383	4332	3335
NM_001142610	2996	2837	2975	5383	4332	3335
NM_007202	5345	6918	7049	8835	8623	6827
NM_001243438	1627	1398	1432	2513	2225	1614
NM_001033554	1627	1398	1432	2513	2225	1614
NR_023380	556	568	348	284	525	644
NR_126160	18	19	17	0	2	15
NM_001042685	0	0	1	14	4	43
NR_029393	0	0	0	0	0	0
NM_001190790	0	0	0	0	0	0
NR_073509	129	77	212	120	252	214
NM_001004306	1511	1761	2217	4272	3619	2163
NR_104185	2132	2220	2713	5039	4092	2665
NR_123730	1441	1524	1246	1254	1952	1500
NM_015276	13890	14724	16358	21366	20138	13512
NM_015510	2475	3130	3045	4247	3406	2800
NR_110896	102	94	22	215	114	61
NR_110895	102	94	22	215	114	61
NM_002756	954	1458	1553	2717	1139	1099
NM_145109	1465	2109	2772	5072	2852	1620
NM_152914	503	1009	1625	2154	2187	989
NM_021012	1175	1189	2151	4376	2701	1322
NM_001194958	210	134	235	369	382	214
NM_001113434	2000	1823	2746	3158	2900	1588
NR_028336	0	0	0	0	0	0
NR_027084	2315	1898	2456	5198	3672	1695
NM_001190452	241	143	54	84	111	93
NM_134265	3156	3753	6370	10359	6920	3894
NR_039748	1	0	3	143	6	1
NM_015626	3156	3753	6370	10359	6920	3894
NR_033892	32	24	22	22	7	2
NM_009587	229	155	100	44	213	112
NM_002308	229	155	100	44	213	112
NR_024043	229	155	100	44	213	112
NM_000625	142	163	731	1181	1499	106
NR_002181	0	0	0	0	0	0
NR_003064	312	174	614	1045	686	226
NM_015584	2770	2871	3526	6847	5538	2744
NM_014573	1919	1888	2823	2298	2979	1970
NM_021137	2473	2291	2237	4764	3895	2272
NM_152464	1578	1519	1183	2904	2060	1751
NM_174887	1590	1723	2043	4523	2897	1942
NR_039875	0	0	0	0	0	0
NM_001267778	1590	1723	2043	4523	2897	1942
NM_001267777	1590	1723	2043	4523	2897	1942
NM_001267776	1590	1723	2043	4523	2897	1942
NM_001267775	1590	1723	2043	4523	2897	1942
NM_001267774	1590	1723	2043	4523	2897	1942
NM_000638	816	769	1054	1267	775	749
NM_001290145	2770	2871	3526	6847	5538	2744
NM_001080837	95	248	267	284	216	278
NM_080669	4151	4705	5078	9116	6538	5330
NM_015077	3918	4112	4284	8989	5422	4973
NM_001242366	4151	4705	5078	9116	6538	5330
NM_001145975	10	7	4	37	8	14
NM_003593	54	1	1	3	2	49
NM_003984	10	7	4	37	8	14
NR_027384	10	7	4	37	8	14
NM_006923	776	1020	1812	2068	2005	992
NM_014680	5187	5437	5680	6477	6197	4799
NM_001174103	2059	1977	1468	1901	1370	1734
NM_005165	455	408	709	1092	990	258
NM_033198	1148	815	1720	1610	1570	1070
NM_054035	1099	1048	1724	2556	1253	1300
NR_045585	776	1020	1813	2140	2009	1017
NM_006461	3575	3453	4730	5968	3801	3106
NM_005148	1099	1048	1724	2556	1253	1300
NR_040012	4164	3934	4821	5488	4600	3742
NM_004295	2619	2463	3716	6170	4828	2173
NR_000013	2	110	3	4	75	46
NR_000010	76	30	91	3	3	38
NR_000009	178	68	213	116	338	119
NM_178170	455	677	1629	1441	1189	817
NM_001142625	5136	4990	5198	8355	8294	5051
NM_000984	6462	5695	10875	9774	11406	5455
NM_001142624	5136	4990	5198	8355	8294	5051
NM_001256281	2833	2589	3576	5118	5678	2743
NM_001160407	7912	8516	12472	15290	15026	7088
NM_001256278	5136	4990	5198	8355	8294	5051
NM_001256277	5136	4990	5198	8355	8294	5051
NM_001256276	5136	4990	5198	8355	8294	5051
NR_000014	333	242	384	590	411	352
NM_001304954	3179	2327	3725	5497	4148	2440
NM_001304953	3787	3159	4638	7686	5578	3010
NM_001304952	3179	2327	3725	5497	4148	2440
NM_001304951	3787	3159	4638	7686	5578	3010
NM_001304949	3787	3159	4638	7686	5578	3010
NM_031934	4405	4122	4524	6748	6867	3883
NM_001144943	5136	4990	5198	8355	8294	5051
NM_001144942	4405	4122	4524	6748	6867	3883
NM_152465	3787	3159	4638	7686	5578	3010
NM_138463	7553	7979	11458	12934	13943	6749
NM_005702	971	1130	711	1139	1347	680
NM_144683	1723	2038	2449	2682	2709	1857
NR_029970	0	0	0	0	0	0
NR_039885	2	0	165	5	105	15
NM_004475	3390	2989	3035	6961	3425	2491
NR_039876	0	0	0	0	0	0
NR_029685	0	0	0	0	0	0
NM_001290202	1914	1773	2926	2886	2844	2090
NM_178860	1914	1773	2926	2886	2844	2090
NM_016518	14	86	32	3	10	40
NM_001098635	1914	1773	2926	2886	2844	2090
NM_078471	3068	3622	6065	11782	7617	3282
NM_004740	75	166	326	287	851	81
NM_203318	3068	3622	6065	11782	7617	3282
NM_020772	10858	11831	13212	12296	17819	12682
NM_005208	1390	1675	2084	1117	1866	1714
NR_039749	38	302	252	1028	368	266
NM_014030	4386	5175	11498	14749	13444	4132
NM_001085454	4386	5175	11498	14749	13444	4132
NM_138349	1818	2086	2857	6838	4710	2168
NM_198147	2218	1809	4629	6907	5572	1784
NM_152345	1341	1232	6320	9747	8197	1245
NM_032854	1008	1151	5085	6580	5873	1018
NM_001045	399	285	997	548	627	283
NR_029945	342	221	750	1024	704	362
NM_001261467	7236	8085	14301	15198	17670	8264
NR_036149	178	217	354	752	579	305
NM_032141	7236	8085	14301	15198	17670	8264
NM_206832	21	9	9	15	95	2
NM_000386	3886	3726	7636	6396	6850	3791
NM_001304	3998	3946	6060	4945	7924	3715
NM_001199775	3649	3604	5038	3770	6828	3356
NR_033420	133	252	225	610	205	177
NM_015594	1	3	34	7	4	6
NR_015341	3451	4205	6921	11085	9162	3532
NR_024187	7364	8188	9771	19405	13173	8582
NM_015986	4598	5042	5652	7158	6481	4862
NM_024857	3478	3406	3860	3904	4309	4310
NR_073118	4598	5042	5652	7158	6481	4862
NR_002221	104	45	38	173	62	27
NM_018404	234	144	335	640	240	98
NM_001184992	1369	1203	3032	7395	3429	1313
NM_032322	1369	1203	3032	7395	3429	1313
NM_197939	1369	1203	3032	7395	3429	1313
NR_039886	0	11	0	97	6	13
NM_006495	523	545	267	385	572	587
NM_014210	266	458	218	97	169	360
NM_001003927	266	458	218	97	169	360
NR_039877	0	0	0	0	0	0
NM_001303542	711	855	1699	2315	1450	734
NR_039878	0	0	1	110	3	1
NR_029856	2	0	3	291	58	14
NR_029710	150	69	126	166	68	50
NM_018405	1204	925	1721	2999	2495	1310
NM_018428	2321	1892	3022	4800	4282	2138
NM_052888	1541	1563	2113	2522	3482	2046
NR_033412	321	146	250	349	381	322
NR_002222	79	115	71	92	14	38
NM_138328	301	204	651	1764	1071	98
NM_022344	852	686	1350	1996	1693	901
NM_003457	5395	6636	5151	7734	8537	5243
NM_001098507	5395	6636	5151	7734	8537	5243
NM_001032293	5395	6636	5151	7734	8537	5243
NR_030362	19	0	2	4	95	12
NM_003885	337	628	910	862	1004	553
NM_001033504	72	52	525	499	896	67
NM_173847	0	1	0	0	0	0
NM_015544	72	52	525	499	896	67
NM_001301746	72	52	525	499	896	67
NR_037584	1	0	1	8	0	1
NM_002986	0	0	0	0	0	0
NM_006273	0	0	0	0	0	0
NM_002982	0	0	0	0	0	0
NM_005408	6	10	0	0	1	3
NM_005623	0	0	0	0	0	0
NM_002981	0	0	0	0	0	0
NM_207454	0	0	0	0	0	0
NM_207313	8	2	0	7	51	29
NM_001304438	8	2	0	7	51	29
NM_052857	1093	900	1733	1926	2626	943
NM_001193530	1203	1518	2291	2125	2792	1473
NM_001193529	1203	1518	2291	2125	2792	1473
NM_006584	1203	1518	2291	2125	2792	1473
NR_037713	3651	4648	4899	6151	6283	4139
NM_002311	3207	4049	4109	6337	4344	3116
NM_001017368	3119	3530	3374	3573	3746	3222
NM_013975	3405	4437	4384	6412	4785	3299
NM_002878	1445	1626	2462	4520	2954	1531
NR_037712	1445	1626	2462	4520	2954	1531
NM_001014445	3492	2959	3202	3162	3228	2269
NM_173167	5072	4002	5951	5652	5226	5129
NM_001142571	1445	1626	2462	4520	2954	1531
NM_152462	76	18	54	29	212	21
NM_018096	3492	2959	3202	3162	3228	2269
NM_001267052	5072	4002	5951	5652	5226	5129
NM_133629	1445	1626	2462	4520	2954	1531
NM_017559	2609	2364	2825	4252	3127	2229
NM_001033576	5072	4002	5951	5652	5226	5129
NR_037711	1445	1626	2462	4520	2954	1531
NM_144975	581	249	909	1499	541	176
NM_144682	79	102	1	5	10	98
NM_018042	0	22	12	4	0	0
NM_001195790	1	0	1	14	8	3
NM_001289009	0	22	12	4	0	0
NM_000286	4565	5096	5763	5307	5901	4528
NR_003037	1	1	1	116	7	13
NM_001129820	8	3	3	3	3	1
NM_033315	2701	3891	2312	1717	3062	3316
NM_001032278	80	75	3	96	86	34
NR_111988	351	385	379	442	339	232
NM_002985	57	18	26	169	12	66
NM_139215	12077	12834	14225	20066	17215	11618
NM_145272	203	184	148	253	171	106
NM_024302	101	106	91	97	98	66
NM_001278736	57	18	26	169	12	66
NM_152781	1059	1066	1013	1637	1253	988
NM_003487	12077	12834	14225	20066	17215	11618
NM_032950	101	106	91	97	98	66
NR_027922	4	36	5	12	40	6
NR_027921	4	36	5	12	40	6
NR_027997	916	824	1411	3644	1852	962
NR_027996	916	824	1411	3644	1852	962
NR_126038	68	19	404	128	216	128
NM_001163124	370	349	303	826	633	411
NR_028000	370	349	303	826	633	411
NM_001163120	916	824	1411	3644	1852	962
NM_001199951	4	8	2	27	4	1
NM_001163130	370	349	303	826	633	411
NM_001034836	838	731	1302	3543	1624	802
NM_004590	1	1	4	9	3	3
NM_032965	2	6	1	2	0	0
NM_032963	0	0	0	0	0	0
NM_032962	0	0	0	0	0	0
NM_145654	916	824	1411	3644	1852	962
NM_001163125	292	256	194	725	405	251
NM_001163122	370	349	303	826	633	411
NM_001163121	916	824	1411	3644	1852	962
NM_020426	3	8	2	27	4	1
NR_027999	370	349	303	826	633	411
NR_027998	916	824	1411	3644	1852	962
NM_002988	0	6	0	0	0	0
NM_002984	0	0	0	0	0	0
NM_002983	0	1	0	0	0	3
NM_032258	583	544	1004	2160	1358	566
NM_207007	0	0	0	0	0	0
NM_001291473	0	0	0	0	0	0
NM_001291472	0	0	0	0	0	0
